,pedmort_2016,pedmort_53mean,pedmort_3mean,Code,sanit_2015,sanit_21mean,sanit_3mean,maln_12mean,maln_3mean,maln_2016,nat_dis2017,nat_dis_23mean,nat_dis_3mean,homoc_2017,homoc_3mean,homoc_23mean,Country or region,Outcome,sanit_25roc,homoc_27roc,maln_16roc,nat_dis_17roc,gdp_2017
17,2.92,11.92589744,3.206666667,KHM,42.4,17.48636364,39.0,21.0,18.76666667,18.5,0.0,0.064142532,0.01531663,2.3823511,2.4601336259999997,3.047079688,Cambodia,0,1.58,0.045685498777777764,0.675,0.026250030529411765,3645.069521
18,8.4,17.1437037,9.023333333,CMR,45.8,42.35454545,45.4,18.83846154,6.8,7.3,0.0015739329999999998,0.0032084059999999996,0.000672254,2.6222264980000003,2.7324539660000005,3.54484401,Cameroon,0,0.23599999999999993,0.055106335370370366,1.51875,0.0009815107647058823,3364.9260560000002
19,0.51,1.312037037,0.53,CAN,99.8,99.8,99.8,2.5,2.5,2.5,0.001432289,0.006498611,0.0,1.5129035780000002,1.597860406,1.646554935,Canada,1,0.0,0.028428713481481488,0.0,0.0012987071176470588,44017.59091
20,12.15,19.21944444,13.0,CAF,21.8,17.45909091,21.6,37.78461538,54.13333333,61.8,0.0,0.001473701,0.000517211,7.696473114,19.35571692,8.14844262,Central African Republic,0,0.28800000000000003,0.933248978740741,1.8624999999999998,0.0007290385294117647,661.2399677
21,12.32,20.34190476,13.08,TCD,12.1,9.813636364,12.0,39.63076923,37.5,39.7,0.0,0.008501461,0.0,5.757251704,5.8593913760000005,6.316595692999999,Chad,0,0.172,0.16853242385185183,0.23749999999999982,0.004359134411764706,1768.153411
22,0.74,4.33537037,0.79,CHL,99.1,91.81363636,98.93333333,4.092307691999999,3.5333333330000003,3.3,0.024979444,0.044623972000000005,0.07480316,4.45998689,4.554743623999999,5.220193627,Chile,1,0.5719999999999998,0.0930587195185185,0.08750000000000002,0.031004043176470587,22767.03719
23,0.93,5.206888889,1.08,CHN,76.5,59.59090909,74.23333333,14.0,9.2,8.7,0.00550254,0.06467401099999999,0.010361383,1.0290816520000001,1.073420209,2.356098378,China,0,1.16,0.09139623651851853,0.45000000000000007,0.060912002647058816,15308.712119999998
24,1.47,5.582222222,1.57,COL,81.1,74.70454545,80.63333333,9.792307692,7.966666667,6.5,0.149722106,0.10182496099999999,0.049176740999999996,29.74597995,29.13659776,64.10727632,Colombia,1,0.48399999999999976,2.47124252,0.2875,0.027630408999999998,13254.94922
25,4.75,11.17314815,5.133333333,COG,15.0,13.32,14.76666667,38.52307692,38.2,37.5,0.0,0.0030872340000000003,0.0,5.150170884,5.867388067,6.562936081,Congo (Brazzaville),0,0.1,0.11431861811111109,0.5875000000000004,0.003016265529411765,4881.405744
26,0.9,2.9232653060000002,0.936666667,CRI,94.5,91.48181818,94.43333333,5.338461538,5.266666667,4.4,0.080723789,0.084233114,0.014815413999999999,10.40366806,10.30377466,7.105393491,Costa Rica,1,0.24399999999999977,0.20117493970370368,0.09375,0.025189648235294116,15524.99456
27,0.46,1.09030303,0.48,HRV,97.0,97.24545455,97.1,4.030769231,2.5,2.5,0.0,0.000808845,0.001917822,1.116576346,1.16910276,2.545186773,Croatia,1,0.011999999999999886,0.14957822481481486,0.49375,0.0002312944705882353,22669.79655
28,0.27,0.936857143,0.29,CYP,100.0,100.0,100.0,4.646153846,4.466666667,4.6,0.0,0.003243749,0.0,1.612950273,1.635085128,2.156269106,Cyprus,1,0.0,0.028361400740740745,0.1375,0.0020226087058823525,32415.132230000003
29,0.33,0.82969697,0.313333333,CZE,99.1,99.1,99.1,2.5,2.5,2.5,0.0,0.0030791779999999997,0.0,1.143285391,1.178172635,1.9557889,Czech Republic,1,0.0,0.050560598074074065,0.0,0.0009411211764705882,32605.90633
30,0.43,1.0655555559999998,0.423333333,DNK,99.6,99.6,99.6,2.5,2.5,2.5,0.0,0.0009483439999999999,0.0,0.8077110759999999,0.776730455,1.357600745,Denmark,1,0.0,0.035512717444444446,0.0,0.0006953547647058824,46682.51472
31,2.99,7.773888889,3.156666667,DOM,84.0,77.74545455,83.26666667,22.19230769,11.9,10.4,0.0,0.110379231,0.009021413,22.45808761,22.89291517,15.40049324,Dominican Republic,1,0.44,0.40000009629629624,1.11875,0.08207552752941177,14600.86058
32,1.45,7.7831481479999995,1.513333333,ECU,84.7,69.9,83.76666667,15.12307692,8.133333333,7.8,0.0,0.089508509,0.286585054,13.87848698,13.75955331,18.80431206,Ecuador,1,1.108,0.46684280962962965,0.6937499999999999,0.050414602941176466,10581.93643
33,2.21,13.54777778,2.376666667,EGY,94.7,84.81363636,94.7,4.930769231,4.466666667,4.8,0.0,0.014993603999999999,0.004928419,0.667825054,0.694132229,0.582423179,Egypt,0,0.8519999999999999,0.016898519962962964,0.06874999999999998,0.008728961470588235,10550.2065
34,1.45,8.672037037,1.5566666669999998,SLV,75.0,62.21818182,73.4,10.86923077,11.36666667,10.3,0.0,0.25376087199999997,0.01669508,56.69019568,91.79840795,59.61678544,El Salvador,1,0.956,2.3683187022222216,0.22499999999999998,0.20661647329411767,7292.457804000001
35,0.27,1.3082352940000002,0.31,EST,97.2,97.0,97.2,3.946153846,2.9,2.8,0.0,0.001220643,0.0,4.503307505,4.575063033,13.229554,Estonia,1,0.011999999999999886,0.7427856614074074,0.18749999999999997,0.00038069258823529415,29481.25181
36,5.85,18.42604167,6.43,ETH,28.0,10.33181818,25.53333333,39.26153846,24.8,21.4,0.021430207000000003,0.010219997,0.007850225,6.777949955,7.21007464,11.24644679,Ethiopia,0,1.016,0.3602196516666667,1.9125,0.007475918,1729.926639
37,0.23,0.957777778,0.24,FIN,97.6,97.40454545,97.6,2.5,2.5,2.5,0.0,0.00133957,0.000644931,1.581319771,1.5824776440000001,2.7358923710000003,Finland,1,0.02,0.07060265277777777,0.0,0.00035721170588235297,40585.72103
38,0.42,1.158888889,0.41666666700000005,FRA,98.7,98.7,98.7,2.5,2.5,2.5,0.000172732,0.0076251769999999995,0.00250696,0.8294085790000001,0.8630180120000001,1.293318444,France,1,0.0,0.03409906155555555,0.0,0.0027352051764705882,38605.6709
39,4.83,8.758333333,5.24,GAB,41.9,39.41666667,41.6,10.86923077,8.966666667,9.4,0.0,0.00033761800000000003,0.0,4.757253287,4.9586426480000005,5.584905013999999,Gabon,0,0.14799999999999983,0.040469625444444414,0.16874999999999996,0.0004766375294117648,16562.41336
40,6.36,20.14962963,6.796666667,GMB,58.9,59.595,58.76666667,12.39230769,9.8,9.6,0.0,0.026941367,0.0,1.241879902,1.270478115,1.3491121730000002,Gambia,0,0.06799999999999982,0.0056076823703703725,0.375,0.027883228058823532,1561.7668429999999
41,1.08,4.100769231,1.21,GEO,86.3,94.59545455,87.5,8.776923077000001,7.5,7.4,0.0,0.025309972000000003,0.008062276,3.837343165,3.681417036,4.339146372,Georgia,0,0.46,0.09341195074074074,0.43124999999999997,0.030726505941176468,9745.078904
42,4.93,14.28222222,5.483333332999999,GHA,14.9,10.47272727,14.63333333,8.907692308,6.333333333,6.1,0.00943912,0.00918995,0.005767596,2.9872775239999996,3.1023237710000005,3.9437596530000003,Ghana,0,0.316,0.4625236668888889,0.64375,0.005378189764705882,4227.629844
43,0.53,1.791851852,0.47666666700000004,GRC,99.0,95.68181818,99.0,2.5,2.5,2.5,0.019967976000000002,0.008167986,0.005267811,1.2511524840000001,1.281327886,1.254057912,Greece,0,0.26,0.013832247333333329,0.0,0.006947117176470587,24574.38248
44,2.76,10.68944444,2.96,GTM,63.9,54.85454545,63.4,16.42307692,16.4,15.8,0.021363061000000003,0.068532161,0.012210195,36.59360462,34.33558651,36.86535931,Guatemala,1,0.6679999999999998,0.4899150362962963,0.30000000000000004,0.03799317005882353,7423.807592
45,8.57,22.53541667,9.176666667000001,GIN,20.1,13.20454545,19.43333333,20.91538462,17.43333333,19.7,0.0,0.000806353,0.004719912,6.321096963,6.538992834,6.544016952000001,Guinea,0,0.47200000000000003,0.05200021622222225,0.59375,0.0008329255882352941,1998.92572
46,7.17,16.91888889,7.496666667,HTI,27.6,21.66363636,27.06666667,54.03076923,48.63333333,45.8,0.035114968999999996,3.133013235,0.23049244,18.52015384,18.96214069,20.73640363,Haiti,0,0.4,0.18652927259259255,0.7375000000000003,4.1484565852941175,1653.172504
47,1.82,8.676851852,1.96,HND,82.6,63.81818182,81.3,16.60769231,15.5,15.3,0.029411215,1.455593889,0.0036847720000000002,43.73212615,80.56630863,52.56482944,Honduras,1,1.3759999999999997,2.185581827777778,0.27500000000000013,1.8781538705882352,4541.795257
48,0.45,2.310185185,0.51,HUN,98.0,98.0,98.0,2.5,2.5,2.5,0.0,0.00322452,0.0,1.628133258,1.72648449,2.8656042,Hungary,1,0.0,0.0879997537037037,0.0,0.003635860235294118,26777.56079
49,0.21,0.92537037,0.226666667,ISL,98.8,98.8,98.8,2.5,2.5,2.5,0.04538042,0.092346775,0.0,0.728002412,0.724233882,0.9412685559999999,Iceland,1,0.0,0.019119478703703705,0.0,0.11069935994117647,46482.958289999995
50,3.94,14.42888889,4.413333333,IND,39.6,26.20909091,38.5,19.50769231,16.0,14.8,0.01997276,0.050168145,0.009630737,3.031355894,3.078896305,4.004943496,India,0,0.912,0.062394031703703716,0.5,0.01363004488235294,6426.674406
51,2.54,10.52314815,2.726666667,IDN,60.8,47.09545455,59.7,16.03846154,7.266666667000001,7.7,0.0063959590000000005,0.47706455700000006,0.010153032,0.978833715,1.007191701,1.485526265,Indonesia,0,1.0239999999999998,0.03404326429629629,0.725,0.5980496050588234,11188.74402
52,1.49,6.873953488,1.6033333330000001,IRN,90.0,79.5,89.8,5.869230769,5.233333333,4.9,0.222346498,0.976837712,0.007500537,2.332909504,2.5031915369999997,2.568578634,Iran,0,0.7439999999999998,0.014786406851851844,0.09999999999999998,0.73667925,19082.6196
53,3.04,7.638518519,3.226666667,IRQ,85.6,76.57142857,85.33333333,27.90769231,27.63333333,27.7,0.006579255,0.002030869,0.013518563999999999,5.665949618,6.276697661,7.575482204,Iraq,0,0.5639999999999997,0.15474459181481479,0.2124999999999999,0.002385628941176471,15663.986069999999
54,0.35,1.390185185,0.37,IRL,90.5,89.52727273,90.4,2.5,2.5,2.5,0.0,0.0020429520000000002,0.002257835,0.677645217,0.723936802,0.975770274,Ireland,1,0.05199999999999989,0.01647664411111111,0.0,0.0005596401176470588,67335.29341
55,0.36,1.13775,0.38333333299999994,ISR,100.0,100.0,100.0,2.5,2.5,2.5,0.0,0.00422855,0.0,2.088023894,2.143726035,2.605408384,Israel,1,0.0,0.06287999003703702,0.0,0.002779595882352941,33132.3203
56,0.34,1.7414814809999999,0.35,ITA,99.5,99.5,99.5,2.5,2.5,2.5,0.006754090999999999,0.008159363000000001,0.019730011000000002,0.7741462159999999,0.818580654,1.4571337619999998,Italy,1,0.0,0.06395570544444446,0.0,0.0037508130588235294,35220.08379
57,8.88,17.96425926,9.48,CIV,22.5,17.88636364,21.96666667,21.07692308,21.26666667,20.7,0.008127745,0.0016191060000000001,0.014140237,9.478731356,9.972835521,11.03728003,Ivory Coast,0,0.304,0.08693470977777774,0.11874999999999991,0.0013800038235294116,3601.005901
58,1.52,3.866666667,1.62,JAM,81.8,80.73636364,81.76666667,7.692307692000001,9.2,8.9,0.0,0.018748693,0.0,31.92988178,34.62450676,21.08311279,Jamaica,1,0.08,1.0086669996296296,0.16875000000000007,0.006669308058823529,8193.57065
59,0.26,1.103518519,0.283333333,JPN,100.0,100.0,100.0,2.5,2.5,2.5,0.0037182129999999997,0.096828044,0.009519993000000001,0.555812985,0.5606594739999999,0.792782421,Japan,1,0.0,0.015071082074074071,0.0,0.08830567405882353,39002.22332
60,1.7,5.6327777779999995,1.813333333,JOR,98.6,97.88636364,98.6,8.4,11.86666667,13.5,0.0,0.006524398000000001,0.0,2.605812428,2.662347507,3.4828886310000002,Jordan,0,0.05199999999999989,0.05563089803703704,0.43125,0.0036085379999999997,8337.489701
61,1.0,5.162790698,1.203333333,KAZ,97.5,96.83636364,97.5,4.630769231,2.5,2.5,0.0,0.004686555,0.003264892,8.508572523,8.418831756,16.08016522,Kazakhstan,1,0.043999999999999775,0.4632921494444445,0.22499999999999998,0.004030111705882353,24055.58832
62,4.56,11.46259259,4.876666667,KEN,30.1,27.00454545,29.86666667,27.56153846,21.36666667,24.2,0.009001676,0.016285628,0.016141196,9.047429438,9.450224541,9.90126341,Kenya,0,0.22,0.14108962159259256,0.7750000000000001,0.004291085529411765,2993.028448
63,0.81,3.97537037,0.8766666670000001,KWT,100.0,100.0,100.0,2.5,2.5,2.5,0.0,0.0019426139999999998,0.0,0.9036145109999999,0.8846695459999999,1.86947347,Kuwait,1,0.0,0.06004460907407408,0.0,0.0027425137647058826,65530.53657999999
64,2.0,6.277435897,2.23,KGZ,93.3,91.89545455,93.1,10.84615385,6.666666667,6.5,0.070803452,0.05493962,0.024607197,4.21075077,4.5664169480000005,9.082823949,Kyrgyzstan,0,0.08399999999999977,0.3349632896296297,0.6125,0.023775067764705882,3393.473613
65,6.34,13.48305556,6.786666667,LAO,70.9,37.13333333,67.56666667,27.02307692,17.2,16.6,0.0,0.016994815,0.0036569529999999997,3.220732499,3.3928101219999998,5.6480639020000005,Laos,0,2.032,0.14276275881481484,1.31875,0.005923966176470588,6397.359825
66,0.42,1.4928571430000002,0.5033333329999999,LVA,87.8,83.32666667,86.93333333,2.984615385,2.5,2.5,0.0,0.001273597,0.0,6.865047951,6.9837668079999995,12.74143092,Latvia,1,0.24399999999999977,0.5584946839259259,0.175,0.001073564294117647,25063.84555
67,0.78,3.937592593,0.84,LBN,80.7,81.96428571,80.7,3.784615385,10.23333333,10.9,0.0,0.0,0.005279215,4.468474968,5.842581857000001,6.880522914,Lebanon,0,0.08,1.082304994888889,0.525,0.0009316261176470587,13367.56502
68,8.59,13.00759259,9.246666667000001,LSO,30.3,25.23333333,29.76666667,12.51538462,13.1,12.8,0.0,0.00883625,0.0,40.86345239,43.7347775,39.03039414,Lesotho,0,0.308,0.9481237444444445,0.11875000000000002,0.007539863882352941,2851.1527539999997
69,7.47,22.71555556,8.016666667,LBR,16.9,13.93888889,16.36666667,38.48461538,38.0,38.8,0.0,0.0015604770000000002,0.0,2.0860801280000003,2.15386622,8.503576672000001,Liberia,0,0.17599999999999993,3.161875319592593,0.2625000000000002,0.0014905821176470588,752.7878394999999
70,0.43,1.5527659569999999,0.49,LTU,92.4,86.78181818,91.6,2.5,2.5,2.5,0.0,0.0019360970000000001,0.0,6.0204972560000005,6.160951319,9.887916426,Lithuania,1,0.38400000000000034,0.25109851311111114,0.0,0.0007754248823529412,29524.2646
71,0.26,1.1322,0.26666666699999997,LUX,97.6,97.69545455,97.6,2.5,2.5,2.5,0.0,0.002231442,0.0,1.054969167,1.080549906,1.667024355,Luxembourg,1,0.008000000000000113,0.042274992111111104,0.0,0.003150271588235294,94277.96536
72,4.42,13.32869565,4.7866666669999995,MDG,12.0,10.38636364,11.73333333,34.10769231,38.33333333,43.1,0.044042987,0.038870148,0.009085761,1.50583061,1.564607545,1.8769024730000001,Madagascar,0,0.10399999999999998,0.07560855662962963,0.70625,0.014669502647058824,1416.439507
73,5.54,22.19204082,6.193333332999999,MWI,41.0,34.42272727,40.13333333,24.5,23.26666667,26.3,0.0,0.013476796000000001,0.074071891,1.702387093,1.798617821,2.251472697,Malawi,0,0.46799999999999997,0.027228565962962963,0.35624999999999996,0.01541923005882353,1095.042089
74,0.79,3.003703704,0.76,MYS,96.0,91.24545455,95.96666667,3.692307692,3.0333333330000003,2.9,0.005456635,0.027775937,0.009594684000000001,1.9669213680000002,1.996159349,2.100770278,Malaysia,0,0.3919999999999999,0.01428140325925925,0.08750000000000002,0.016351188176470587,26808.16406
75,10.6,27.93529412,11.36666667,MLI,24.7,18.30454545,23.76666667,10.12307692,5.966666667,6.0,0.0,0.002615911,0.00329389,5.240823036,5.753683349,6.100939625,Mali,0,0.424,0.06150591748148147,0.54375,0.0012326604117647059,2014.30587
76,0.64,1.679259259,0.656666667,MLT,100.0,100.0,100.0,2.5,2.5,2.5,0.0,0.001468476,0.0,1.217819969,1.194927708,1.4115933809999999,Malta,1,0.0,0.01312429374074074,0.0,0.002073142705882353,36513.32344
77,7.9,14.99907407,8.413333332999999,MRT,40.0,24.79090909,39.13333333,10.23076923,7.9,11.3,0.090061976,0.011448648999999998,0.0,3.798574593,3.87957014,4.549151392,Mauritania,0,0.976,0.054541940999999976,0.3125,0.0068560432352941176,3597.63253
78,1.31,4.307592593,1.43,MUS,93.1,91.65454545,93.13333333,5.415384615,5.533333333,5.8,0.0,0.014677241,0.0,2.555377989,2.64340181,2.551482472,Mauritius,1,0.08400000000000034,0.041430807888888886,0.11874999999999997,0.013185419588235294,20292.74463
79,1.34,6.371851852000001,1.476666667,MEX,85.2,74.94545455,84.4,4.869230769,4.2,3.8,0.074230691,0.034734607,0.011180313,34.09992849,22.55951991,17.37018026,Mexico,1,0.76,0.8479796425925927,0.125,0.013283243529411765,17336.46907
80,1.72,8.718611111,1.8866666669999999,MNG,59.7,50.32,58.5,27.53076923,18.26666667,18.7,0.08026792,0.050946227999999996,0.019316752,8.381313757000001,8.597978187999999,10.34986216,Mongolia,0,0.5520000000000002,0.1351404308148148,1.0625,0.015737921823529413,11840.84612
81,0.35,1.3913333330000002,0.41666666700000005,MNE,95.9,90.96428571,95.1,2.5,2.5,2.5,0.0,0.000563531,0.0,3.531827325,3.565436258,4.770408663,Montenegro,1,0.27200000000000046,0.0743259005925926,0.0,0.0007955735294117647,16409.2877
82,2.33,11.19555556,2.543333333,MAR,76.7,64.20454545,76.23333333,5.692307692000001,4.033333333,3.9,0.0,0.038685267999999995,0.009479371,1.155156008,1.193426283,1.134879977,Morocco,0,0.9720000000000002,0.028570027629629634,0.18125,0.02450285376470588,7485.012951000001
83,7.24,21.39387755,7.886666667,MOZ,20.5,14.37272727,20.16666667,35.08461538,29.76666667,30.5,0.002733095,0.026774184,0.025209339,6.343194005,6.593623217999999,6.11624128,Mozambique,0,0.408,0.07528761540740743,0.7312499999999997,0.01895422988235294,1136.102564
84,4.86,11.57891304,5.243333333,MMR,79.6,64.01904762,79.46666667,29.23846154,11.63333333,10.5,0.0007331589999999999,0.9980084779999999,0.025568806,1.6837988730000002,1.7101091290000001,2.4808132119999997,Myanmar,0,1.0199999999999998,0.13766079474074072,2.3625,1.3960576064705883,5591.59688
85,4.42,8.043617021000001,4.7133333330000005,NAM,34.4,27.96818182,33.56666667,29.36153846,28.2,25.4,0.0,0.051190455,0.0,14.69095793,15.12937689,21.58217111,Namibia,0,0.4159999999999999,0.3917167774074074,0.8187499999999999,0.032184568823529415,9541.808292
86,3.37,16.84759259,3.663333333,NPL,45.8,22.29090909,42.63333333,15.18461538,9.4,9.5,0.084431619,0.127744033,1.66928788,1.6277023019999999,1.66167261,1.705581588,Nepal,0,1.652,0.0155562332962963,0.8,0.2827010978235294,2442.803942
87,0.39,1.034814815,0.40333333299999996,NLD,97.7,98.02727273,97.76666667,2.5,2.5,2.5,0.0,0.001083273,0.000230696,0.857513121,0.856507672,1.34236934,Netherlands,1,0.02399999999999977,0.027578557703703706,0.0,0.0003094377058823529,48472.544539999995
88,1.72,9.483888889,1.8533333330000001,NIC,67.9,54.89090909,67.46666667,24.22307692,17.06666667,16.2,0.064849933,0.29329936100000004,0.025609108999999998,7.374719902000001,7.837056258,11.34242396,Nicaragua,1,0.9600000000000003,0.19453515399999996,1.0250000000000001,0.22382459300000002,5321.443515999999
89,8.45,26.69,9.36,NER,10.9,6.745454545,10.46666667,14.82307692,10.93333333,14.4,0.041821866,0.006223398000000001,0.024069739,4.918061783,4.998569328,6.1703990520000005,Niger,0,0.28,0.0779872777777778,0.7125000000000001,0.0031356476470588237,926.000142
90,10.02,21.1682,10.76333333,NGA,29.0,33.95454545,29.6,7.161538462,7.966666667,11.5,0.00127387,0.003522917,0.0017889020000000002,3.4611113839999996,4.235021854,4.630289151,Nigeria,0,0.36400000000000005,0.09704278948148151,0.34375,0.0013472721176470588,5338.454127
91,1.37,2.687272727,1.22,MKD,90.9,90.19166667,90.93333333,5.938461537999999,4.366666667,4.1,0.0,0.002007089,0.051842945,1.8131820109999999,1.7744012080000002,2.538317668,North Macedonia,0,0.04800000000000011,0.06354900574074075,0.29375000000000007,0.006892683176470588,13111.21357
92,0.26,1.013703704,0.27,NOR,98.1,98.1,98.1,2.5,2.5,2.5,0.0,0.011894883,0.011523387,0.72927462,0.735769528,1.10031467,Norway,1,0.0,0.027778066888888887,0.0,0.001913632117647059,64800.057329999996
93,7.49,15.198703699999998,7.95,PAK,63.5,38.15909091,60.03333333,22.84615385,21.06666667,20.5,0.002977167,0.256712729,0.030763627,4.352146853,4.606703501,5.441810235,Pakistan,1,1.5919999999999999,0.06019010622222224,0.33125000000000004,0.30831072029411766,5034.707756
94,1.61,4.2472222219999995,1.723333333,PAN,75.0,66.56363636,73.93333333,19.53846154,9.333333332999999,9.2,0.005272326999999999,0.053288714,0.04441064,16.31912827,17.76986168,13.944371799999999,Panama,1,0.64,0.4576644605925925,1.1625,0.023845543,22267.036819999998
95,2.1,5.34537037,2.2366666669999997,PRY,88.6,68.85,86.66666667,12.1,12.06666667,11.2,0.0,0.022520451,0.016753023,12.18520224,12.00423717,13.98080667,Paraguay,1,1.452,0.3152014334074074,0.11875000000000002,0.014869521352941176,8827.010058
96,1.5,10.10333333,1.62,PER,76.2,63.20454545,74.56666667,16.96923077,9.2,8.8,0.07079036,0.079201183,0.023486786000000003,3.572673519,3.663691214,4.854703602,Peru,1,0.9360000000000003,0.0952915404074074,0.8625,0.030612494941176467,12236.70615
97,2.81,6.325185185,2.91,PHL,73.9,64.12272727,72.5,16.00769231,14.1,13.7,0.010381196,0.156558499,0.012593242,15.35753948,15.145890300000001,15.22155581,Philippines,1,0.6720000000000002,0.3490380842962963,0.4624999999999999,0.05987580405882353,7599.1880599999995
98,0.47,2.278518519,0.49,POL,97.2,90.0,96.46666667,2.5,2.5,2.5,0.0,0.002000986,0.000424738,1.734790215,1.744396303,2.887883527,Poland,1,0.40800000000000014,0.06622496640740742,0.0,0.0008479090588235294,27216.444880000003
99,0.37,3.2690740739999997,0.37,PRT,99.7,96.20454545,99.6,2.5,2.5,2.5,0.0,0.004178371,0.0009354960000000001,1.326250297,1.369491741,2.279712275,Portugal,1,0.27600000000000025,0.06564062970370371,0.0,0.002775710764705882,27936.89609
100,0.78,3.298627451,0.923333333,ROU,79.1,74.10454545,78.63333333,2.5,2.5,2.5,0.0034483829999999997,0.005367229,0.001039497,2.085925371,2.0716211540000002,3.473046053,Romania,1,0.34799999999999953,0.09089297114814816,0.0,0.002545220294117647,23313.19934
